agent,action,num_iter,runtime,payoff_mean,payoff_var
0,"[1.0, 1.5707963267948966]",100.0,1.82,0.19245572958621193,4.522066412861117e-05
0,"[1.0, 1.5707963267948966]",600.0,9.82,0.19431565286274055,4.59994483842689e-06
0,"[1.0, 1.5707963267948966]",1100.0,19.19,0.1945707874955635,2.9518782407698944e-06
0,"[1.0, 1.5707963267948966]",1600.0,37.87,0.1950588429298689,2.405210127724531e-06
0,"[1.0, 1.5707963267948966]",2100.0,42.34,0.19409932181631423,1.2150644062477733e-06
0,"[1.0, 1.5707963267948966]",2600.0,42.29,0.19513289068771028,1.1862046206695018e-06
0,"[1.0, 1.5707963267948966]",3100.0,47.12,0.1954210813031221,6.949162522198361e-07
0,"[1.0, 1.5707963267948966]",3600.0,53.73,0.19490300707441702,1.172864374819887e-06
0,"[1.0, 1.5707963267948966]",4100.0,60.67,0.19463220267096037,5.984704831359235e-07
0,"[1.0, 1.5707963267948966]",4600.0,68.03,0.1940019356954554,9.421622791457479e-07
0,"[1.0, 0.0]",100.0,1.82,0.20205309209395797,4.80342716256831e-05
0,"[1.0, 0.0]",600.0,9.82,0.20511654562958906,1.0922926223966676e-05
0,"[1.0, 0.0]",1100.0,19.19,0.20491411910381796,2.7313941835311633e-06
0,"[1.0, 0.0]",1600.0,37.87,0.20315508373509142,2.3343519785019853e-06
0,"[1.0, 0.0]",2100.0,42.34,0.20377917394257622,2.0114358329005187e-06
0,"[1.0, 0.0]",2600.0,42.29,0.20441112838471706,1.0845610503663592e-06
0,"[1.0, 0.0]",3100.0,47.12,0.20437662933229514,1.6762547161816797e-06
0,"[1.0, 0.0]",3600.0,53.73,0.20421807087462426,1.1009381670197447e-06
0,"[1.0, 0.0]",4100.0,60.67,0.20438913029968994,9.50019355329587e-07
0,"[1.0, 0.0]",4600.0,68.03,0.20408884146549616,8.675980671210148e-07
0,"[0.0, 0.0]",100.0,1.82,0.19082769896829788,3.29681970717571e-05
0,"[0.0, 0.0]",600.0,9.82,0.19195413920410803,3.061471699880668e-06
0,"[0.0, 0.0]",1100.0,19.19,0.19302799435984846,4.996896796366581e-06
0,"[0.0, 0.0]",1600.0,37.87,0.19286918306345874,2.3154787519844672e-06
0,"[0.0, 0.0]",2100.0,42.34,0.19306687540904297,1.756296097214846e-06
0,"[0.0, 0.0]",2600.0,42.29,0.19267028586236565,1.0840944766921786e-06
0,"[0.0, 0.0]",3100.0,47.12,0.19223998773324777,1.1848147103782816e-06
0,"[0.0, 0.0]",3600.0,53.73,0.19160872142914837,1.3799091016599812e-06
0,"[0.0, 0.0]",4100.0,60.67,0.19181495518985847,1.1152047711742992e-06
0,"[0.0, 0.0]",4600.0,68.03,0.1923718520480654,7.497034994892718e-07
