agent,action,num_iter,runtime,payoff_mean,payoff_var
0,"[2.0, 1.5707963267948966]",100.0,0.1,0.2813138884634046,4.195375047008237e-06
0,"[2.0, 1.5707963267948966]",600.0,0.15,0.27999394514207954,9.582242926034138e-07
0,"[2.0, 1.5707963267948966]",1100.0,0.2,0.28038791286707576,4.731955766981159e-07
0,"[2.0, 1.5707963267948966]",1600.0,0.25,0.27995020224234163,4.906242601145436e-07
0,"[2.0, 1.5707963267948966]",2100.0,0.29,0.2796169213773733,1.0747608070252309e-07
0,"[2.0, 1.5707963267948966]",2600.0,0.34,0.279402994210315,3.880662565107085e-07
0,"[2.0, 1.5707963267948966]",3100.0,0.39,0.2792697644706076,1.2779994324056818e-07
0,"[2.0, 1.5707963267948966]",3600.0,0.47,0.27893855703208414,3.8787205630725446e-08
0,"[2.0, 1.5707963267948966]",4100.0,0.53,0.2785316399896699,1.0631488676168577e-07
0,"[2.0, 1.5707963267948966]",4600.0,0.58,0.2783258946882981,8.286845338137324e-08
0,"[0.0, -1.5707963267948966]",100.0,0.1,0.247694334609574,3.522647269791079e-06
0,"[0.0, -1.5707963267948966]",600.0,0.15,0.23980905718005588,1.2387634480055047e-06
0,"[0.0, -1.5707963267948966]",1100.0,0.2,0.23893715394075218,1.7785513140782756e-06
0,"[0.0, -1.5707963267948966]",1600.0,0.25,0.23890406036525702,2.708408870292951e-07
0,"[0.0, -1.5707963267948966]",2100.0,0.29,0.23889966506858565,5.392544876496824e-07
0,"[0.0, -1.5707963267948966]",2600.0,0.34,0.23868596360728192,2.448253081813641e-07
0,"[0.0, -1.5707963267948966]",3100.0,0.39,0.23864623318059489,1.7555095882366404e-07
0,"[0.0, -1.5707963267948966]",3600.0,0.47,0.23854558641925996,2.891637529316242e-07
0,"[0.0, -1.5707963267948966]",4100.0,0.53,0.23859539819617184,3.3840163535771373e-07
0,"[0.0, -1.5707963267948966]",4600.0,0.58,0.2386786219869675,1.324564931711589e-07
0,"[0.0, 1.5707963267948966]",100.0,0.1,0.24914815315460456,2.348431513194044e-06
0,"[0.0, 1.5707963267948966]",600.0,0.15,0.2401367621799603,2.1193130647181075e-06
0,"[0.0, 1.5707963267948966]",1100.0,0.2,0.2390163614654392,8.596630977963655e-07
0,"[0.0, 1.5707963267948966]",1600.0,0.25,0.23894240860065782,3.144919140656644e-07
0,"[0.0, 1.5707963267948966]",2100.0,0.29,0.2391863153458266,8.287753009994223e-07
0,"[0.0, 1.5707963267948966]",2600.0,0.34,0.23837213477806363,1.2989173053672294e-07
0,"[0.0, 1.5707963267948966]",3100.0,0.39,0.2383385800805881,2.3740771260766508e-07
0,"[0.0, 1.5707963267948966]",3600.0,0.47,0.23859385532564667,4.3682608267102644e-07
0,"[0.0, 1.5707963267948966]",4100.0,0.53,0.2388515641724037,1.2972275623359307e-07
0,"[0.0, 1.5707963267948966]",4600.0,0.58,0.23882678829960194,1.5613405220337694e-07
0,"[0.0, 0.0]",100.0,0.1,0.24842124388208928,3.5226472697910612e-06
0,"[0.0, 0.0]",600.0,0.15,0.23993850065501815,1.904717875571406e-06
0,"[0.0, 0.0]",1100.0,0.2,0.2389867780659663,8.925321659262455e-07
0,"[0.0, 0.0]",1600.0,0.25,0.23919039542533396,1.5322120953124878e-07
0,"[0.0, 0.0]",2100.0,0.29,0.23850333182411707,1.1028866932021387e-06
0,"[0.0, 0.0]",2600.0,0.34,0.23892209595631342,4.148132578328655e-07
0,"[0.0, 0.0]",3100.0,0.39,0.2386139699803358,1.6448864423024734e-07
0,"[0.0, 0.0]",3600.0,0.47,0.23850015622404577,1.4920087033985783e-07
0,"[0.0, 0.0]",4100.0,0.53,0.23862196120727125,1.4826214433200145e-07
0,"[0.0, 0.0]",4600.0,0.58,0.23868043136552802,1.8812999491512122e-07
0,"[1.0, 0.0]",100.0,0.1,0.26586706642245544,3.522647269791097e-06
0,"[1.0, 0.0]",600.0,0.15,0.2606033030087941,3.98108143435956e-07
0,"[1.0, 0.0]",1100.0,0.2,0.25949767287885844,3.808848847908554e-07
0,"[1.0, 0.0]",1600.0,0.25,0.25895732567409496,2.632216386577676e-07
0,"[1.0, 0.0]",2100.0,0.29,0.25857106403112823,3.0412307388212947e-07
0,"[1.0, 0.0]",2600.0,0.34,0.25862561459421396,2.0683033235060612e-07
0,"[1.0, 0.0]",3100.0,0.39,0.2589388573582257,2.541240709160524e-07
0,"[1.0, 0.0]",3600.0,0.47,0.2588173970165803,1.1315219158360396e-07
0,"[1.0, 0.0]",4100.0,0.53,0.25908052449281105,1.1693270136950173e-07
0,"[1.0, 0.0]",4600.0,0.58,0.2588766480251137,5.322930219609271e-08
0,"[2.0, 0.0]",100.0,0.1,0.28146532789517853,3.996614567375929e-06
0,"[2.0, 0.0]",600.0,0.15,0.28026892180895135,9.596818712073574e-07
0,"[2.0, 0.0]",1100.0,0.2,0.28001137478004084,3.4857426444590997e-07
0,"[2.0, 0.0]",1600.0,0.25,0.2797742455584128,3.6413719475689246e-07
0,"[2.0, 0.0]",2100.0,0.29,0.2795784307066804,2.6301846757062014e-07
0,"[2.0, 0.0]",2600.0,0.34,0.27944281834538787,2.0794646281836457e-07
0,"[2.0, 0.0]",3100.0,0.39,0.27902275248891334,7.146214255667177e-08
0,"[2.0, 0.0]",3600.0,0.47,0.2787875325706766,6.765303486183962e-08
0,"[2.0, 0.0]",4100.0,0.53,0.2785060820961722,1.9865833714180918e-07
0,"[2.0, 0.0]",4600.0,0.58,0.2784297964176976,5.119337808412247e-08
0,"[2.0, -1.5707963267948966]",100.0,0.1,0.2801629487819221,3.832509761115283e-06
0,"[2.0, -1.5707963267948966]",600.0,0.15,0.28050062339199344,6.649914964414859e-07
0,"[2.0, -1.5707963267948966]",1100.0,0.2,0.28004774715768804,2.2361230541663142e-07
0,"[2.0, -1.5707963267948966]",1600.0,0.25,0.27973515523915654,1.0565898522655745e-06
0,"[2.0, -1.5707963267948966]",2100.0,0.29,0.279619505052065,7.525730298101209e-07
0,"[2.0, -1.5707963267948966]",2600.0,0.34,0.27950533675216904,8.651083547842426e-08
0,"[2.0, -1.5707963267948966]",3100.0,0.39,0.2789291565563609,7.836986183557244e-08
0,"[2.0, -1.5707963267948966]",3600.0,0.47,0.2788973989467235,1.629864855354416e-07
0,"[2.0, -1.5707963267948966]",4100.0,0.53,0.27861465526980533,4.897837139259983e-08
0,"[2.0, -1.5707963267948966]",4600.0,0.58,0.2785533122716459,3.853260672365254e-08
0,"[1.0, 1.5707963267948966]",100.0,0.1,0.26586706642245544,3.522647269791133e-06
0,"[1.0, 1.5707963267948966]",600.0,0.15,0.26015305323551974,7.10988752318496e-07
0,"[1.0, 1.5707963267948966]",1100.0,0.2,0.2593407265586563,3.337659481567893e-07
0,"[1.0, 1.5707963267948966]",1600.0,0.25,0.25889016233035783,2.7669764068961505e-07
0,"[1.0, 1.5707963267948966]",2100.0,0.29,0.2587499371423591,2.64629453350177e-07
0,"[1.0, 1.5707963267948966]",2600.0,0.34,0.25866028310780254,3.094505325168906e-07
0,"[1.0, 1.5707963267948966]",3100.0,0.39,0.25891762321371786,2.973617827052728e-07
0,"[1.0, 1.5707963267948966]",3600.0,0.47,0.2587987400731203,1.577110491074002e-07
0,"[1.0, 1.5707963267948966]",4100.0,0.53,0.2587677967390113,2.548591474833564e-08
0,"[1.0, 1.5707963267948966]",4600.0,0.58,0.258819782508251,1.1277337562254318e-07
0,"[1.0, -1.5707963267948966]",100.0,0.1,0.2665939756949707,3.522647269791133e-06
0,"[1.0, -1.5707963267948966]",600.0,0.15,0.2598198864856169,1.1718908614961774e-06
0,"[1.0, -1.5707963267948966]",1100.0,0.2,0.25933190650948534,3.4316685922575684e-07
0,"[1.0, -1.5707963267948966]",1600.0,0.25,0.25892410933073123,2.3440621369204005e-07
0,"[1.0, -1.5707963267948966]",2100.0,0.29,0.2585755034175467,3.702229288428909e-07
0,"[1.0, -1.5707963267948966]",2600.0,0.34,0.2585726097381638,1.724879547794144e-07
0,"[1.0, -1.5707963267948966]",3100.0,0.39,0.2586774004110695,1.3581509104400864e-07
0,"[1.0, -1.5707963267948966]",3600.0,0.47,0.2589042385741075,1.7454478999368874e-07
0,"[1.0, -1.5707963267948966]",4100.0,0.53,0.25906116137722335,5.784774523461491e-08
0,"[1.0, -1.5707963267948966]",4600.0,0.58,0.2589396111572488,2.3780280861886243e-07
1,"[0.0, 0.0]",100.0,0.1,0.3092571360862706,3.8408333301320355e-07
1,"[0.0, 0.0]",600.0,0.15,0.308145591206765,9.874383802702634e-07
1,"[0.0, 0.0]",1100.0,0.2,0.3073887472213809,1.6217753347857073e-06
1,"[0.0, 0.0]",1600.0,0.25,0.30708805358982855,1.3644971899325472e-06
1,"[0.0, 0.0]",2100.0,0.29,0.306927915074181,6.078153613134889e-07
1,"[0.0, 0.0]",2600.0,0.34,0.3062872069356532,6.912924864646958e-07
1,"[0.0, 0.0]",3100.0,0.39,0.30699299987451945,2.664081181200772e-07
1,"[0.0, 0.0]",3600.0,0.47,0.30669289692204693,2.611716700018454e-07
1,"[0.0, 0.0]",4100.0,0.53,0.3070734322386794,2.8424070340609467e-07
1,"[0.0, 0.0]",4600.0,0.58,0.3069518195533968,2.174764283891817e-07
