Searching game tree in timestep 0...
No possible moves
Agent 0 stuck in environment, append current state on forbidden list, break
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 3.141592653589793, 3.0, 3.0, 3.141592653589793, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 3.141592653589793, 3.0, 3.0, 3.141592653589793, 2]
No possible moves
Agent 1 stuck in environment, append current state on forbidden list, break
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 3.141592653589793, 3.0, 3.0, 3.141592653589793, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 3.141592653589793, 3.0, 3.0, 3.141592653589793, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 3.141592653589793, 3.0, 3.0, 3.141592653589793, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 3.141592653589793, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 3.141592653589793, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 3.141592653589793, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 3.141592653589793, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 3.141592653589793, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 3.141592653589793, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 3.141592653589793, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 3.141592653589793, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 3.141592653589793, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 3.141592653589793, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 3.141592653589793, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 3.141592653589793, 3.0, 3.0, 0.0, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 0.0, 3.0, 3.0, 1.5707963267948966, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 1.5707963267948966, 3.0, 3.0, 3.141592653589793, 2]
Collision detected from state [3.0, 1.0, 1.5707963267948966, 3.0, 3.0, 1.5707963267948966, 1] to state [3.0, 3.0, 3.141592653589793, 3.0, 3.0, 0.0, 2]
