agent,action,num_iter,runtime,payoff_mean,payoff_var
0,"[2.0, 1.5707963267948966]",100.0,1.7,0.2871575597788986,0.00010629968912541013
0,"[2.0, 1.5707963267948966]",600.0,13.0,0.287691529253379,2.141690824719585e-05
0,"[2.0, 1.5707963267948966]",1100.0,18.58,0.2842779039564304,1.4205675274244095e-05
0,"[2.0, 1.5707963267948966]",1600.0,27.22,0.28484524317612314,1.4361436526947246e-05
0,"[2.0, 1.5707963267948966]",2100.0,38.23,0.28341381919631187,3.900005974989369e-06
0,"[2.0, 1.5707963267948966]",2600.0,42.64,0.2848928603176455,2.4472933194818235e-06
0,"[2.0, 1.5707963267948966]",3100.0,47.48,0.2815726716823384,9.709853041913794e-07
0,"[2.0, 1.5707963267948966]",3600.0,56.7,0.2789964259928931,7.303308372394546e-07
0,"[2.0, 1.5707963267948966]",4100.0,60.51,0.2781014671459604,2.4894204774870794e-06
0,"[2.0, 1.5707963267948966]",4600.0,69.03,0.27470596953569004,1.7768696096078216e-06
0,"[0.0, -1.5707963267948966]",100.0,1.7,0.29173745185650624,6.17027927640705e-05
0,"[0.0, -1.5707963267948966]",600.0,13.0,0.27519181321416053,1.2115020143057408e-05
0,"[0.0, -1.5707963267948966]",1100.0,18.58,0.2775809234198858,6.452910982979933e-06
0,"[0.0, -1.5707963267948966]",1600.0,27.22,0.279012487640448,1.1640409782008243e-05
0,"[0.0, -1.5707963267948966]",2100.0,38.23,0.2768365497993367,5.045805249596237e-06
0,"[0.0, -1.5707963267948966]",2600.0,42.64,0.2772694379882902,5.3579543128028225e-06
0,"[0.0, -1.5707963267948966]",3100.0,47.48,0.27617177551898614,6.480906433598944e-06
0,"[0.0, -1.5707963267948966]",3600.0,56.7,0.2725574427768234,7.974618748299559e-07
0,"[0.0, -1.5707963267948966]",4100.0,60.51,0.26944160969116526,1.9332683314320844e-06
0,"[0.0, -1.5707963267948966]",4600.0,69.03,0.2686157123648529,2.1868456779743542e-06
0,"[0.0, 1.5707963267948966]",100.0,1.7,0.29125113217130216,0.0002849440883594546
