timestep,runtime,game_length,winner,runtime_selfplay,T_terminal,trajectory_0,trajectory_1,payoff_total,coll_payoff_0,coll_payoff_1,final_lead_payoff_0,final_lead_payoff_1,collisions,data_of_agent,run_num
0,37.71254825592041,7,"[0, 0]",37.71605038642883,1,"[[6.0, 3.0, 3.141592653589793, 0], [5.0, 3.0, 3.14, 1]]","[[0.0, 3.0, 0.0, 0], [0.0, 3.0, 0.0, 1]]","[[0.59999999988, 0.59999999988], [0.833333333166666, 0.766666666513333]]",[1.0],[1.0],[0.583333333333333],[0.416666666666666],0,0,5
1,31.911213397979736,6,"[0, 0]",31.913557767868042,2,"[[5.0, 3.0, 3.14, 1], [5.0, 3.0, 4.71, 2]]","[[1.0, 3.0, 0.0, 1], [1.0, 3.0, 1.57, 2]]","[[0.59999999988, 0.59999999988], [0.7999999998399999, 0.7999999998399999]]",[1.0],[1.0],[0.5],[0.5],0,0,5
2,24.845153093338013,5,"[0, 0]",24.848767518997192,3,"[[5.0, 3.0, 4.71, 2], [5.0, 3.0, 6.28, 3]]","[[2.0, 3.0, 0.0, 2], [3.0, 3.0, -1.57, 3]]","[[0.59999999988, 0.59999999988], [0.733333333186666, 0.866666666493333]]",[1.0],[1.0],[0.33333333333333304],[0.6666666666666661],0,0,5
3,18.331339597702026,4,"[0, 0]",18.334160327911377,4,"[[5.0, 3.0, 6.28, 3], [5.0, 3.0, 6.28, 4]]","[[3.0, 3.0, -1.57, 3], [3.0, 3.0, -1.57, 4]]","[[0.59999999988, 0.59999999988], [0.733333333186666, 0.866666666493333]]",[1.0],[1.0],[0.33333333333333304],[0.6666666666666661],0,0,5
4,19.18404459953308,4,"[0, 0]",19.186521530151367,5,"[[5.0, 3.0, 6.28, 4], [5.0, 3.0, 6.28, 5]]","[[3.0, 3.0, -1.57, 4], [3.0, 3.0, -1.57, 5]]","[[0.59999999988, 0.59999999988], [0.733333333186666, 0.866666666493333]]",[1.0],[1.0],[0.33333333333333304],[0.6666666666666661],0,0,5
5,13.186546802520752,3,"[0, 0]",13.189318895339966,6,"[[5.0, 3.0, 6.28, 5], [5.0, 3.0, 6.28, 6]]","[[3.0, 2.0, -1.57, 5], [3.0, 2.0, -1.57, 6]]","[[0.59999999988, 0.59999999988], [0.6999999998599991, 0.8999999998199991]]",[1.0],[1.0],[0.25],[0.75],0,0,5
6,4.325748205184936,2,"[0, 1]",4.3288490772247314,7,"[[5.0, 3.0, 6.28, 6], [5.0, 3.0, 1.57, 7]]","[[3.0, 1.0, -1.57, 6], [3.0, 0.0, 0.0, 7]]","[[0.59999999988, 0.59999999988], [0.6333333332066661, 0.9666666664733331]]",[1.0],[1.0],[0.08333333333333301],[0.9166666666666661],0,0,5
0,38.29632616043091,7,"[0, 0]",38.29954481124878,1,"[[6.0, 3.0, 3.141592653589793, 0], [5.0, 3.0, 3.14, 1]]","[[0.0, 3.0, 0.0, 0], [1.0, 3.0, 0.0, 1]]","[[0.39999999991999996, 0.39999999991999996], [0.6999999998599991, 0.6999999998599991]]",[1.0],[1.0],[0.5],[0.5],0,1,5
1,31.91878032684326,6,"[0, 0]",31.921483278274536,2,"[[5.0, 3.0, 3.14, 1], [5.0, 3.0, 3.14, 2]]","[[1.0, 3.0, 0.0, 1], [2.0, 3.0, 0.0, 2]]","[[0.39999999991999996, 0.39999999991999996], [0.64999999987, 0.74999999985]]",[1.0],[1.0],[0.416666666666666],[0.583333333333333],0,1,5
2,24.890260457992554,5,"[0, 0]",24.89281153678894,3,"[[5.0, 3.0, 4.71, 2], [5.0, 3.0, 6.28, 3]]","[[2.0, 3.0, 0.0, 2], [3.0, 3.0, -1.57, 3]]","[[0.39999999991999996, 0.39999999991999996], [0.59999999988, 0.7999999998399999]]",[1.0],[1.0],[0.33333333333333304],[0.6666666666666661],0,1,5
