agent,action,num_iter,runtime,payoff_mean,payoff_var
0,"[2.0, 1.5707963267948966]",100.0,2.05,0.2581385248938759,0.00012891433733052473
0,"[2.0, 1.5707963267948966]",600.0,11.53,0.2627415472158564,1.4395671406117213e-05
0,"[2.0, 1.5707963267948966]",1100.0,21.12,0.259555261217551,1.0159750637526897e-05
0,"[2.0, 1.5707963267948966]",1600.0,30.53,0.25975583184861123,5.4122061961415685e-06
0,"[2.0, 1.5707963267948966]",2100.0,40.12,0.2611710507709414,9.797204058109956e-06
0,"[2.0, 1.5707963267948966]",2600.0,50.0,0.25976611028364033,2.0090239757463046e-06
0,"[2.0, 1.5707963267948966]",3100.0,58.38,0.25889015660871645,2.3487074567180866e-06
0,"[2.0, 1.5707963267948966]",3600.0,66.23,0.2570872407698506,2.4859473151531236e-06
0,"[2.0, 1.5707963267948966]",4100.0,74.71,0.25376887544445903,2.440600746819301e-06
0,"[2.0, 1.5707963267948966]",4600.0,82.82,0.25219928887535936,1.5471925568782382e-06
0,"[0.0, -1.5707963267948966]",100.0,2.05,0.2670750118534461,6.426015947244722e-05
0,"[0.0, -1.5707963267948966]",600.0,11.53,0.2551705612157921,1.8365190572535225e-05
0,"[0.0, -1.5707963267948966]",1100.0,21.12,0.25593430817525487,9.463222292742846e-06
0,"[0.0, -1.5707963267948966]",1600.0,30.53,0.2568330168636403,5.987272687887237e-06
0,"[0.0, -1.5707963267948966]",2100.0,40.12,0.2564138821859594,1.0270566940038346e-05
0,"[0.0, -1.5707963267948966]",2600.0,50.0,0.2560393471821776,3.896834929690258e-06
0,"[0.0, -1.5707963267948966]",3100.0,58.38,0.2534310709201829,3.4158179449298997e-06
0,"[0.0, -1.5707963267948966]",3600.0,66.23,0.2511806776352737,1.6637901047832378e-06
0,"[0.0, -1.5707963267948966]",4100.0,74.71,0.24897003651822208,6.807752643317439e-07
0,"[0.0, -1.5707963267948966]",4600.0,82.82,0.2471236010403251,1.6676978874423939e-06
0,"[0.0, 1.5707963267948966]",100.0,2.05,0.2672490417752185,8.485313974150534e-05
