game_length,weight_final,agent,action,num_iter,gamma_exp3,runtime,sum_payoffs,num_count,expected_payoff,num_run
2,0.1,1,"[1.0, 0.0]",4600.0,0.2,0.85,191.2045454180337,3917,0.04881402742354702,7
1,0.1,0,"[0.0, 0.0]",4600.0,0.2,0.51,18.568181814637047,676,0.027467724577865452,7
1,0.1,0,"[1.0, 0.0]",4600.0,0.2,0.51,190.7727272362982,3924,0.048616902965417486,7
1,0.1,1,"[1.0, 0.0]",4600.0,0.2,0.51,190.159090872779,3915,0.04857192614885798,7
1,0.1,1,"[0.0, 0.0]",4600.0,0.2,0.51,18.727272723697595,685,0.027339084268171672,7
2,0.1,0,"[0.0, 0.0]",4600.0,0.2,0.86,24.63636363166051,792,0.03110651973694509,8
2,0.1,0,"[1.0, 0.0]",4600.0,0.2,0.86,186.63636360072445,3808,0.049011650105232264,8
2,0.1,1,"[0.0, 0.0]",4600.0,0.2,0.86,22.931818177440405,722,0.0317615210213856,8
2,0.1,1,"[1.0, 0.0]",4600.0,0.2,0.86,189.431818145645,3878,0.04884781282765472,8
1,0.1,0,"[1.0, 0.0]",4600.0,0.2,0.53,192.63636359957857,3949,0.04878104927819159,8
1,0.1,0,"[0.0, 0.0]",4600.0,0.2,0.53,17.522727269382028,651,0.026916631750202806,8
1,0.1,1,"[1.0, 0.0]",4600.0,0.2,0.53,189.5681817819828,3904,0.04855742361218821,8
1,0.1,1,"[0.0, 0.0]",4600.0,0.2,0.53,18.499999996468247,696,0.026580459765040584,8
2,0.1,0,"[0.0, 0.0]",4600.0,0.2,0.89,20.29545454158001,711,0.02854494309645571,9
2,0.1,0,"[1.0, 0.0]",4600.0,0.2,0.89,190.9999999635274,3889,0.04911288247969334,9
2,0.1,1,"[1.0, 0.0]",4600.0,0.2,0.89,186.97727269156863,3844,0.048641330044632836,9
2,0.1,1,"[0.0, 0.0]",4600.0,0.2,0.89,21.68181817767903,756,0.02867965367417861,9
1,0.1,0,"[0.0, 0.0]",4600.0,0.2,0.53,19.954545450736102,705,0.02830431978827816,9
1,0.1,0,"[1.0, 0.0]",4600.0,0.2,0.53,190.61363632723769,3895,0.04893803243318041,9
1,0.1,1,"[0.0, 0.0]",4600.0,0.2,0.53,21.477272723172746,772,0.027820301454886977,9
1,0.1,1,"[1.0, 0.0]",4600.0,0.2,0.53,186.0909090553742,3828,0.048613090139857415,9
2,0.1,0,"[1.0, 0.0]",4600.0,0.2,0.83,186.86363632795388,3849,0.04854861946686253,10
2,0.1,0,"[0.0, 0.0]",4600.0,0.2,0.83,22.47727272298176,751,0.029929790576540292,10
2,0.1,1,"[0.0, 0.0]",4600.0,0.2,0.83,19.863636359844275,675,0.02942760942199152,10
2,0.1,1,"[1.0, 0.0]",4600.0,0.2,0.83,192.70454541774723,3925,0.04909669946948974,10
1,0.1,0,"[1.0, 0.0]",4600.0,0.2,0.5,191.59090905432373,3924,0.04882541005461869,10
1,0.1,0,"[0.0, 0.0]",4600.0,0.2,0.5,18.704545450974653,676,0.027669445933394456,10
1,0.1,1,"[1.0, 0.0]",4600.0,0.2,0.5,188.11363632771514,3873,0.04857052319331659,10
1,0.1,1,"[0.0, 0.0]",4600.0,0.2,0.5,19.81818181439848,727,0.027260222578264756,10
2,0.4,0,"[0.0, 0.0]",100.0,0.2,0.03,4.928571427726534,40,0.12321428569316335,0
2,0.4,0,"[1.0, 0.0]",100.0,0.2,0.03,11.78571428369389,60,0.19642857139489817,0
2,0.4,1,"[1.0, 0.0]",100.0,0.2,0.03,6.142857141804085,38,0.16165413531063383,0
2,0.4,1,"[0.0, 0.0]",100.0,0.2,0.03,8.42857142712654,62,0.13594470043752485,0
1,0.4,0,"[0.0, 0.0]",100.0,0.2,0.01,6.357142856053063,35,0.1816326530300875,0
1,0.4,0,"[1.0, 0.0]",100.0,0.2,0.01,16.285714282922473,65,0.25054945050649957,0
1,0.4,1,"[1.0, 0.0]",100.0,0.2,0.01,4.285714284979596,44,0.0974025973858999,0
1,0.4,1,"[0.0, 0.0]",100.0,0.2,0.01,1.3571428569102042,56,0.024234693873396503,0
2,0.4,0,"[0.0, 0.0]",100.0,0.2,0.03,5.857142856138779,44,0.13311688309406317,1
2,0.4,0,"[1.0, 0.0]",100.0,0.2,0.03,10.214285712534704,56,0.18239795915240542,1
2,0.4,1,"[1.0, 0.0]",100.0,0.2,0.03,9.642857141204093,53,0.1819407007774357,1
2,0.4,1,"[0.0, 0.0]",100.0,0.2,0.03,5.857142856138782,47,0.12462006076891025,1
1,0.4,0,"[1.0, 0.0]",100.0,0.2,0.01,8.071428570044903,47,0.17173252276691284,1
1,0.4,0,"[0.0, 0.0]",100.0,0.2,0.01,5.92857142755511,53,0.1118598382557568,1
1,0.4,1,"[1.0, 0.0]",100.0,0.2,0.01,9.357142855538784,53,0.176549865198845,1
1,0.4,1,"[0.0, 0.0]",100.0,0.2,0.01,5.357142856224495,47,0.11398176289839351,1
2,0.4,0,"[1.0, 0.0]",100.0,0.2,0.03,8.928571427040824,51,0.17507002798119262,2
2,0.4,0,"[0.0, 0.0]",100.0,0.2,0.03,4.857142856310208,49,0.09912536441449404,2
2,0.4,1,"[1.0, 0.0]",100.0,0.2,0.03,13.714285711934712,70,0.19591836731335302,2
2,0.4,1,"[0.0, 0.0]",100.0,0.2,0.03,4.071428570730614,30,0.13571428569102045,2
1,0.4,0,"[0.0, 0.0]",100.0,0.2,0.01,4.071428570730614,38,0.10714285712448984,2
1,0.4,0,"[1.0, 0.0]",100.0,0.2,0.01,10.928571426697975,62,0.17626728107577377,2
1,0.4,1,"[0.0, 0.0]",100.0,0.2,0.01,4.785714284893883,48,0.09970238093528923,2
1,0.4,1,"[1.0, 0.0]",100.0,0.2,0.01,8.785714284208174,52,0.16895604392708027,2
2,0.4,0,"[0.0, 0.0]",100.0,0.2,0.03,5.571428570473472,48,0.11607142855153067,3
2,0.4,0,"[1.0, 0.0]",100.0,0.2,0.03,10.142857141118377,52,0.19505494502150725,3
2,0.4,1,"[1.0, 0.0]",100.0,0.2,0.03,9.285714284122454,49,0.1895043731453562,3
2,0.4,1,"[0.0, 0.0]",100.0,0.2,0.03,6.285714284636743,51,0.12324929969875967,3
1,0.4,0,"[0.0, 0.0]",100.0,0.2,0.01,8.857142855624495,51,0.17366946775734304,3
1,0.4,0,"[1.0, 0.0]",100.0,0.2,0.01,12.214285712191849,49,0.2492711369835071,3
1,0.4,1,"[0.0, 0.0]",100.0,0.2,0.01,1.7142857139918368,50,0.03428571427983674,3
1,0.4,1,"[1.0, 0.0]",100.0,0.2,0.01,5.499999999057149,50,0.10999999998114297,3
2,0.4,0,"[0.0, 0.0]",100.0,0.2,0.04,6.214285713220415,45,0.13809523807156476,5
2,0.4,0,"[1.0, 0.0]",100.0,0.2,0.04,8.928571427040824,55,0.16233766230983315,5
2,0.4,1,"[0.0, 0.0]",100.0,0.2,0.04,4.499999999228575,38,0.11842105261127829,5
2,0.4,1,"[1.0, 0.0]",100.0,0.2,0.04,11.64285714086124,62,0.18778801840098774,5
1,0.4,0,"[1.0, 0.0]",100.0,0.2,0.01,10.357142855367359,57,0.18170426062047998,5
1,0.4,0,"[0.0, 0.0]",100.0,0.2,0.01,4.857142856310208,43,0.1129568106118653,5
1,0.4,1,"[1.0, 0.0]",100.0,0.2,0.01,7.571428570130618,44,0.17207792204842315,5
1,0.4,1,"[0.0, 0.0]",100.0,0.2,0.01,5.785714284722456,56,0.103316326512901,5
2,0.4,0,"[0.0, 0.0]",100.0,0.2,0.03,4.857142856310207,34,0.14285714283265316,6
2,0.4,0,"[1.0, 0.0]",100.0,0.2,0.03,13.285714283436752,66,0.20129870126419322,6
2,0.4,1,"[0.0, 0.0]",100.0,0.2,0.03,7.071428570216336,68,0.10399159662082848,6
2,0.4,1,"[1.0, 0.0]",100.0,0.2,0.03,6.07142857038776,32,0.1897321428246175,6
1,0.4,0,"[0.0, 0.0]",100.0,0.2,0.01,8.928571427040824,52,0.171703296673862,6
1,0.4,0,"[1.0, 0.0]",100.0,0.2,0.01,11.857142855110213,48,0.24702380948146277,6
1,0.4,1,"[1.0, 0.0]",100.0,0.2,0.01,5.999999998971435,53,0.11320754715040444,6
1,0.4,1,"[0.0, 0.0]",100.0,0.2,0.01,1.4999999997428572,47,0.03191489361155016,6
2,0.4,0,"[1.0, 0.0]",100.0,0.2,0.03,8.499999998542862,43,0.19767441857076423,7
2,0.4,0,"[0.0, 0.0]",100.0,0.2,0.03,7.214285713048988,57,0.1265664160184033,7
2,0.4,1,"[1.0, 0.0]",100.0,0.2,0.03,8.642857141375513,42,0.20578231288989318,7
2,0.4,1,"[0.0, 0.0]",100.0,0.2,0.03,7.35714285588164,58,0.12684729061864897,7
1,0.4,0,"[1.0, 0.0]",100.0,0.2,0.02,9.64285714120409,55,0.17532467529461981,7
1,0.4,0,"[0.0, 0.0]",100.0,0.2,0.02,5.214285713391842,45,0.11587301585315204,7
1,0.4,1,"[1.0, 0.0]",100.0,0.2,0.02,8.357142855710212,49,0.17055393583082065,7
1,0.4,1,"[0.0, 0.0]",100.0,0.2,0.02,5.49999999905715,51,0.1078431372364147,7
2,0.4,0,"[0.0, 0.0]",100.0,0.2,0.03,5.21428571339184,40,0.130357142834796,8
2,0.4,0,"[1.0, 0.0]",100.0,0.2,0.03,10.857142855281644,60,0.18095238092136073,8
2,0.4,1,"[0.0, 0.0]",100.0,0.2,0.03,5.7142857133061264,41,0.13937282227575917,8
2,0.4,1,"[1.0, 0.0]",100.0,0.2,0.03,9.357142855538784,59,0.15859564161930143,8
1,0.4,0,"[1.0, 0.0]",100.0,0.2,0.01,8.857142855624497,51,0.17366946775734307,8
1,0.4,0,"[0.0, 0.0]",100.0,0.2,0.01,5.214285713391842,49,0.10641399415085391,8
1,0.4,1,"[0.0, 0.0]",100.0,0.2,0.01,4.857142856310209,46,0.1055900620937002,8
1,0.4,1,"[1.0, 0.0]",100.0,0.2,0.01,9.642857141204093,54,0.17857142854081653,8
2,0.4,0,"[1.0, 0.0]",100.0,0.2,0.03,12.499999997857161,69,0.18115942025879944,9
2,0.4,0,"[0.0, 0.0]",100.0,0.2,0.03,4.071428570730614,31,0.13133640550743916,9
2,0.4,1,"[0.0, 0.0]",100.0,0.2,0.03,4.785714284893882,43,0.11129568104404378,9
2,0.4,1,"[1.0, 0.0]",100.0,0.2,0.03,9.928571426869398,57,0.1741854636292877,9
1,0.4,0,"[1.0, 0.0]",100.0,0.2,0.01,8.357142855710213,52,0.16071428568673488,9
1,0.4,0,"[0.0, 0.0]",100.0,0.2,0.01,4.428571427812249,48,0.09226190474608853,9
1,0.4,1,"[1.0, 0.0]",100.0,0.2,0.01,12.857142854938795,73,0.17612524458820267,9
1,0.4,1,"[0.0, 0.0]",100.0,0.2,0.01,2.928571428069389,27,0.10846560844701442,9
2,0.4,0,"[0.0, 0.0]",100.0,0.2,0.03,4.857142856310207,45,0.1079365079180046,10
2,0.4,0,"[1.0, 0.0]",100.0,0.2,0.03,10.857142855281642,55,0.19740259736875715,10
2,0.4,1,"[0.0, 0.0]",100.0,0.2,0.03,4.999999999142862,47,0.10638297870516727,10
2,0.4,1,"[1.0, 0.0]",100.0,0.2,0.03,10.571428569616335,53,0.19946091640785538,10
1,0.4,0,"[0.0, 0.0]",100.0,0.2,0.02,3.7142857136489824,36,0.10317460315691618,10
1,0.4,0,"[1.0, 0.0]",100.0,0.2,0.02,10.928571426697971,64,0.1707589285421558,10
1,0.4,1,"[1.0, 0.0]",100.0,0.2,0.02,9.999999998285725,59,0.1694915253946733,10
1,0.4,1,"[0.0, 0.0]",100.0,0.2,0.02,3.9285714278979618,41,0.09581881531458443,10
2,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.87,475.3269229928093,3801,0.1250531236497788,0
2,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.87,54.98076922104235,799,0.0688119764969241,0
2,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.87,47.826923068461724,728,0.06569632289623863,0
2,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.87,483.4038460683036,3872,0.12484603462507841,0
1,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.54,480.403846068826,3856,0.12458605966515197,0
1,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.54,49.096153837468094,744,0.0659894540826184,0
1,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.54,47.711538453097596,722,0.06608246323143711,0
1,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.54,484.3269229912112,3878,0.12489090329840412,0
2,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.82,479.15384606905457,3803,0.1259936487165539,1
2,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.82,55.884615374728604,797,0.07011871439740101,1
2,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.82,474.9999999159444,3833,0.12392381944063251,1
2,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.82,56.230769220821166,767,0.07331260654605107,1
1,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.53,49.49999999124275,730,0.06780821916608597,1
1,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.53,481.9038460685623,3870,0.12452295764045537,1
1,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.53,50.24999999111011,743,0.06763122475250351,1
1,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.53,479.7692306843236,3857,0.12438922237083837,1
2,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.83,50.84615383715832,717,0.07091513784819849,2
2,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.83,483.8846152989853,3883,0.12461617700205647,2
2,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.83,475.6346153004467,3835,0.1240246715255402,2
2,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.83,54.3653846057666,765,0.07106586222976026,2
1,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.51,483.8653845297535,3870,0.12502981512396732,2
1,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.51,49.38461537587855,730,0.0676501580491487,2
1,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.51,476.4230768387629,3827,0.12448995997877264,2
1,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.51,51.86538460620898,773,0.06709622846857564,2
2,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.85,475.55769222353723,3811,0.12478553981200137,3
2,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.85,57.557692297509526,789,0.0729501803517231,3
2,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.85,483.5384614528924,3858,0.12533397134600632,3
2,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.85,48.076923068417486,742,0.0647936968577055,3
1,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.52,479.0769229921388,3853,0.12433867713265996,3
1,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.52,50.30769229879221,747,0.06734630829824928,3
1,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.52,483.23076914524916,3877,0.1246403840973044,3
1,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.52,48.923076914421785,723,0.06766677304899278,3
2,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.83,475.4615383773989,3811,0.12476030920425056,5
2,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.83,53.86538460585512,789,0.06827044943707873,5
2,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.83,51.90384614466354,722,0.0718889835798664,5
2,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.83,484.92307683726403,3878,0.12504463043766478,5
1,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.53,479.94230760737156,3839,0.12501753258853127,5
1,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.53,52.49999999071209,761,0.0689881734437741,5
1,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.53,475.26923068512167,3812,0.12467713291844745,5
1,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.53,53.942307682764664,788,0.06845470518117343,5
2,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.89,55.99999999009272,751,0.07456724366190774,6
2,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.89,484.2307691450808,3849,0.1258069028695975,6
2,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.89,52.59615383684879,786,0.06691622625553281,6
2,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.89,473.2115383777997,3814,0.1240722439375458,6
1,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.55,485.6538460678971,3874,0.1253623763727148,6
1,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.55,48.74999999137547,726,0.06714876031869899,6
1,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.55,474.74999991598094,3811,0.12457360270689607,6
1,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.55,52.38461537534791,789,0.06639368235151827,6
2,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.87,484.17307683739824,3866,0.12523876793517802,7
2,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.87,51.84615383698149,734,0.07063508697136443,7
2,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.87,475.17307683898935,3828,0.12413089781582794,7
2,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.87,54.961538451814945,772,0.07119370265779137,7
1,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.52,54.46153845190357,793,0.06867785428991623,7
1,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.52,474.5769229929345,3807,0.12465902889228644,7
1,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.52,480.11538453041686,3839,0.12506261644449515,7
1,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.52,52.49999999071207,761,0.06898817344377407,7
2,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.88,473.0769229932059,3855,0.12271774915517664,8
2,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.88,48.71153845292066,745,0.06538461537304786,8
2,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.88,50.30769229879208,673,0.07475140014679357,8
2,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.88,491.2115383746127,3927,0.12508569859297497,8
1,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.56,476.7692306848543,3846,0.12396495857640517,8
1,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.56,52.096153836937305,754,0.06909304222405478,8
1,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.56,50.30769229879217,723,0.06958187039943592,8
1,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.56,482.2499999146525,3877,0.124387412926142,8
2,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.88,53.05769229830559,734,0.0722856843301166,9
2,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.88,485.6730768371322,3866,0.12562676586578692,9
2,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.88,470.3846153013749,3774,0.12463821285145069,9
2,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.88,57.038461528370675,826,0.06905382751618726,9
1,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.53,482.4807691453832,3871,0.12463982669733485,9
1,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.53,50.192307683428,729,0.06885090217205486,9
1,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.53,476.76923068485615,3838,0.124223353487456,9
1,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.53,52.09615383693742,762,0.06836765595398611,9
2,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.85,63.384615373401694,823,0.07701654358858043,10
2,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.85,468.9999999170063,3777,0.12417262375350974,10
2,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.85,55.88461537472856,789,0.0708296772810248,10
2,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.85,477.53846145395715,3811,0.12530529033166024,10
1,0.30000000000000004,0,"[0.0, 0.0]",4600.0,0.3,0.53,50.019230760381625,734,0.0681460909541984,10
1,0.30000000000000004,0,"[1.0, 0.0]",4600.0,0.3,0.53,482.76923068379364,3866,0.12487564166678573,10
1,0.30000000000000004,1,"[0.0, 0.0]",4600.0,0.3,0.53,52.038461529255244,769,0.06767030107835532,10
1,0.30000000000000004,1,"[1.0, 0.0]",4600.0,0.3,0.53,476.7115383771724,3831,0.1244352749614128,10
2,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.32,0.0,715,0.0,0
2,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.32,0.9999999998,885,0.00112994350259887,0
2,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.32,0.0,720,0.0,0
2,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.32,0.9999999998,880,0.0011363636361363637,0
1,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.18,0.0,801,0.0,0
1,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.18,0.0,799,0.0,0
1,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.18,0.0,816,0.0,0
1,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.18,0.0,784,0.0,0
2,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.31,0.9999999998,857,0.0011668611432905484,1
2,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.31,0.9999999998,743,0.0013458950199192463,1
2,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.31,0.9999999998,810,0.0012345679009876543,1
2,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.31,0.9999999998,790,0.001265822784556962,1
1,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.18,0.0,810,0.0,1
1,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.18,0.0,790,0.0,1
1,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.18,0.0,808,0.0,1
1,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.18,0.0,792,0.0,1
2,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.32,0.9999999998,880,0.0011363636361363637,2
2,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.32,0.0,720,0.0,2
2,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.32,0.0,742,0.0,2
2,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.32,0.9999999998,858,0.0011655011652680653,2
1,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.19,0.0,808,0.0,2
1,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.19,0.0,792,0.0,2
1,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.19,0.0,807,0.0,2
1,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.19,0.0,793,0.0,2
2,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.31,0.9999999998,890,0.0011235955053932585,3
2,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.31,0.0,710,0.0,3
2,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.31,0.0,693,0.0,3
2,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.31,0.9999999998,907,0.0011025358321940463,3
1,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.18,0.0,784,0.0,3
1,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.18,0.0,816,0.0,3
1,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.18,0.0,786,0.0,3
1,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.18,0.0,814,0.0,3
2,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.32,0.9999999998,767,0.0013037809645371577,5
2,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.32,0.9999999998,833,0.0012004801918367347,5
2,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.32,0.9999999998,795,0.0012578616349685535,5
2,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.32,0.9999999998,805,0.0012422360245962732,5
1,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.2,0.0,802,0.0,5
1,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.2,0.0,798,0.0,5
1,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.2,0.0,788,0.0,5
1,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.2,0.0,812,0.0,5
2,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.3,1.9999999996,866,0.0023094688217090067,6
2,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.3,0.9999999998,734,0.0013623978198910082,6
2,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.3,1.9999999996,869,0.002301495971921749,6
2,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.3,0.9999999998,731,0.0013679890558139535,6
1,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.19,0.0,790,0.0,6
1,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.19,0.0,810,0.0,6
1,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.19,0.0,809,0.0,6
1,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.19,0.0,791,0.0,6
2,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.32,0.0,643,0.0,7
2,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.32,1.9999999996,957,0.0020898641584117033,7
2,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.32,0.9999999998,770,0.0012987012984415583,7
2,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.32,0.9999999998,830,0.00120481927686747,7
1,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.2,0.0,795,0.0,7
1,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.2,0.0,805,0.0,7
1,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.2,0.0,781,0.0,7
1,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.2,0.0,819,0.0,7
2,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.33,0.9999999998,803,0.0012453300122042342,8
2,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.33,0.9999999998,797,0.0012547051440401505,8
2,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.33,0.9999999998,802,0.0012468827927680799,8
2,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.33,0.9999999998,798,0.0012531328318295739,8
1,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.19,0.0,813,0.0,8
1,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.19,0.0,787,0.0,8
1,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.19,0.0,780,0.0,8
1,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.19,0.0,820,0.0,8
2,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.31,0.9999999998,781,0.0012804097308578746,9
2,0.0,0,"[0.0, 0.0]",1600.0,0.3,0.31,0.9999999998,819,0.0012210012207570207,9
2,0.0,1,"[1.0, 0.0]",1600.0,0.3,0.31,0.0,627,0.0,9
2,0.0,1,"[0.0, 0.0]",1600.0,0.3,0.31,1.9999999996,973,0.0020554984579650563,9
1,0.0,0,"[1.0, 0.0]",1600.0,0.3,0.2,0.0,783,0.0,9
