agent,action,num_iter,runtime,payoff_mean,payoff_var
0,"[2.0, 0.0]",100.0,2.87,0.3776236358925774,0.00023748022725177484
0,"[2.0, 0.0]",600.0,20.08,0.385800960110026,0.00011514027917814994
0,"[2.0, 0.0]",1100.0,33.09,0.38877027188096536,3.478291924097979e-05
0,"[2.0, 0.0]",1600.0,43.05,0.3888483195284989,2.0416756374764564e-05
0,"[2.0, 0.0]",2100.0,56.44,0.38930769121037767,3.0241421308289366e-06
0,"[2.0, 0.0]",2600.0,56.95,0.3891777611088302,7.304967569640567e-06
0,"[2.0, 0.0]",3100.0,62.96,0.38765141143963805,4.704736879675128e-06
0,"[2.0, 0.0]",3600.0,76.68,0.3864514257916366,2.211139476722576e-06
0,"[2.0, 0.0]",4100.0,85.78,0.38393504174063126,3.678092565972322e-06
0,"[2.0, 0.0]",4600.0,86.04,0.3831199755359439,5.228105236024259e-06
0,"[2.0, -1.5707963267948966]",100.0,2.87,0.3767251290578774,0.00021179948840187288
0,"[2.0, -1.5707963267948966]",600.0,20.08,0.38846120842783405,1.4027072473036866e-05
0,"[2.0, -1.5707963267948966]",1100.0,33.09,0.3849552411227509,2.2620945912625748e-05
0,"[2.0, -1.5707963267948966]",1600.0,43.05,0.38668879921539034,1.2975358439552847e-05
0,"[2.0, -1.5707963267948966]",2100.0,56.44,0.38681442200644317,3.7906937621645552e-06
0,"[2.0, -1.5707963267948966]",2600.0,56.95,0.3839567843964049,9.090186009992497e-06
0,"[2.0, -1.5707963267948966]",3100.0,62.96,0.38405631996261436,1.8309889228017804e-06
0,"[2.0, -1.5707963267948966]",3600.0,76.68,0.38132109213002563,2.0555950145662332e-06
0,"[2.0, -1.5707963267948966]",4100.0,85.78,0.3795441350783943,2.5524197669246227e-06
0,"[2.0, -1.5707963267948966]",4600.0,86.04,0.3774890686870097,1.9197288393732206e-06
0,"[1.0, -1.5707963267948966]",100.0,2.87,0.38546479035054426,0.00021601958143600825
0,"[1.0, -1.5707963267948966]",600.0,20.08,0.3854821020279965,1.2105876971724477e-05
0,"[1.0, -1.5707963267948966]",1100.0,33.09,0.38681872453896066,1.3795320842640444e-05
0,"[1.0, -1.5707963267948966]",1600.0,43.05,0.38420781968300977,6.007239874524396e-06
0,"[1.0, -1.5707963267948966]",2100.0,56.44,0.3847815756728641,3.763519016548114e-06
0,"[1.0, -1.5707963267948966]",2600.0,56.95,0.38299978603986795,9.219550024238714e-06
0,"[1.0, -1.5707963267948966]",3100.0,62.96,0.38102608615939426,3.4345506947894057e-06
0,"[1.0, -1.5707963267948966]",3600.0,76.68,0.3779289701986022,3.4933708856064794e-06
0,"[1.0, -1.5707963267948966]",4100.0,85.78,0.37648690892369013,1.1377066455622052e-06
0,"[1.0, -1.5707963267948966]",4600.0,86.04,0.3749449328492971,1.5390915638903951e-06
0,"[2.0, 1.5707963267948966]",100.0,2.87,0.3794219780501038,0.00038421123054269607
0,"[2.0, 1.5707963267948966]",600.0,20.08,0.3825403300932354,2.1518224260158508e-05
0,"[2.0, 1.5707963267948966]",1100.0,33.09,0.3864312671569597,1.0533100447581702e-05
0,"[2.0, 1.5707963267948966]",1600.0,43.05,0.3847809746923417,1.0391011107543797e-05
0,"[2.0, 1.5707963267948966]",2100.0,56.44,0.3855690243733597,6.4340493958727974e-06
0,"[2.0, 1.5707963267948966]",2600.0,56.95,0.3854197482378812,5.094438899058323e-06
0,"[2.0, 1.5707963267948966]",3100.0,62.96,0.3837943309522209,2.9321081355006153e-06
0,"[2.0, 1.5707963267948966]",3600.0,76.68,0.380877118153637,1.2691333463500377e-06
0,"[2.0, 1.5707963267948966]",4100.0,85.78,0.3783448798588883,1.7562078875415498e-06
0,"[2.0, 1.5707963267948966]",4600.0,86.04,0.3765815339387709,1.4973884314521198e-06
0,"[1.0, 0.0]",100.0,2.87,0.36910123823275026,0.0006785606544799286
0,"[1.0, 0.0]",600.0,20.08,0.37756510116932845,4.733171868217373e-05
0,"[1.0, 0.0]",1100.0,33.09,0.3779139331170808,1.118353629394455e-05
0,"[1.0, 0.0]",1600.0,43.05,0.37825643687595145,6.99300217362817e-06
0,"[1.0, 0.0]",2100.0,56.44,0.3791241082188145,1.0744909490342043e-05
0,"[1.0, 0.0]",2600.0,56.95,0.3780681595652626,1.850891189006862e-06
0,"[1.0, 0.0]",3100.0,62.96,0.3758630846104089,3.22789111635564e-06
0,"[1.0, 0.0]",3600.0,76.68,0.3772230284801377,8.091805436213785e-06
0,"[1.0, 0.0]",4100.0,85.78,0.3736612663064358,2.1732768001577558e-06
0,"[1.0, 0.0]",4600.0,86.04,0.37255852821919877,5.346872648649619e-06
0,"[0.0, -1.5707963267948966]",100.0,2.87,0.38702190037561174,0.0002802050721130213
0,"[0.0, -1.5707963267948966]",600.0,20.08,0.3809965163964752,1.70992115139323e-05
0,"[0.0, -1.5707963267948966]",1100.0,33.09,0.38211044655301796,7.856872384638828e-06
0,"[0.0, -1.5707963267948966]",1600.0,43.05,0.379107280547083,5.109769917886602e-06
0,"[0.0, -1.5707963267948966]",2100.0,56.44,0.3806332395662172,3.802232211286306e-06
0,"[0.0, -1.5707963267948966]",2600.0,56.95,0.380223898710532,1.992659304652068e-06
0,"[0.0, -1.5707963267948966]",3100.0,62.96,0.37826332340462976,1.5913760874945828e-06
0,"[0.0, -1.5707963267948966]",3600.0,76.68,0.3759314329001119,2.116756183114491e-06
0,"[0.0, -1.5707963267948966]",4100.0,85.78,0.3737628338518328,2.0778120006739302e-07
0,"[0.0, -1.5707963267948966]",4600.0,86.04,0.3719233678631874,1.2057208801136984e-06
0,"[1.0, 1.5707963267948966]",100.0,2.87,0.3866115216528804,0.0001571903160610985
0,"[1.0, 1.5707963267948966]",600.0,20.08,0.38544465873091727,1.4276127137837534e-05
0,"[1.0, 1.5707963267948966]",1100.0,33.09,0.383235890273552,4.984131339060419e-06
0,"[1.0, 1.5707963267948966]",1600.0,43.05,0.38325942574242533,9.909311300469897e-06
0,"[1.0, 1.5707963267948966]",2100.0,56.44,0.3833659940401397,4.697843010613963e-06
0,"[1.0, 1.5707963267948966]",2600.0,56.95,0.38356768011176345,8.766003939566772e-06
0,"[1.0, 1.5707963267948966]",3100.0,62.96,0.38104120335717867,2.96297915559367e-06
0,"[1.0, 1.5707963267948966]",3600.0,76.68,0.3787871253859354,4.090471410716584e-06
0,"[1.0, 1.5707963267948966]",4100.0,85.78,0.37513717292735543,2.311614945780511e-06
0,"[1.0, 1.5707963267948966]",4600.0,86.04,0.37394237007417375,4.0764394688161024e-07
0,"[0.0, 0.0]",100.0,2.87,0.37795458283609956,0.0002303986336791045
0,"[0.0, 0.0]",600.0,20.08,0.3769548325322555,2.4671024450935883e-05
0,"[0.0, 0.0]",1100.0,33.09,0.377262647174185,1.808122412579662e-05
0,"[0.0, 0.0]",1600.0,43.05,0.37621879865549446,5.2805960084364285e-06
0,"[0.0, 0.0]",2100.0,56.44,0.375649939664534,6.340267667763977e-06
0,"[0.0, 0.0]",2600.0,56.95,0.3764237234354599,4.9740744212583576e-06
0,"[0.0, 0.0]",3100.0,62.96,0.3743725415951185,2.2225353290438327e-06
0,"[0.0, 0.0]",3600.0,76.68,0.3724040343707616,4.1888387372818255e-06
0,"[0.0, 0.0]",4100.0,85.78,0.37108071764005784,4.249391296768381e-06
0,"[0.0, 0.0]",4600.0,86.04,0.3693566130086327,3.952463009174119e-06
0,"[0.0, 1.5707963267948966]",100.0,2.87,0.39090202650167655,0.00010561950348182135
0,"[0.0, 1.5707963267948966]",600.0,20.08,0.38455116160346503,1.2570369687837822e-05
0,"[0.0, 1.5707963267948966]",1100.0,33.09,0.37936749674434755,6.541994982012948e-06
0,"[0.0, 1.5707963267948966]",1600.0,43.05,0.38092160541679,3.587586811414414e-06
0,"[0.0, 1.5707963267948966]",2100.0,56.44,0.38085813665708645,4.278012813840374e-06
0,"[0.0, 1.5707963267948966]",2600.0,56.95,0.37932579815239814,5.082649428912588e-06
0,"[0.0, 1.5707963267948966]",3100.0,62.96,0.3780835073042207,2.183601117695229e-06
0,"[0.0, 1.5707963267948966]",3600.0,76.68,0.37561216475518794,4.2255478625585e-06
0,"[0.0, 1.5707963267948966]",4100.0,85.78,0.3731586924613597,1.6951016991614119e-06
0,"[0.0, 1.5707963267948966]",4600.0,86.04,0.37066658346982984,5.851570438089196e-07
1,"[0.0, 1.5707963267948966]",100.0,2.87,0.31148717799678854,0.00023555463969305147
1,"[0.0, 1.5707963267948966]",600.0,20.08,0.3135427645605873,2.3180320706273243e-05
1,"[0.0, 1.5707963267948966]",1100.0,33.09,0.3109827060878995,2.119514518321817e-05
1,"[0.0, 1.5707963267948966]",1600.0,43.05,0.31283971307820974,2.572495580181817e-06
1,"[0.0, 1.5707963267948966]",2100.0,56.44,0.3136364144483344,4.205851390393163e-06
1,"[0.0, 1.5707963267948966]",2600.0,56.95,0.3118310436334567,4.123757814014554e-06
1,"[0.0, 1.5707963267948966]",3100.0,62.96,0.31210109148594095,6.0464828570035055e-06
1,"[0.0, 1.5707963267948966]",3600.0,76.68,0.31117936175653105,2.2406045666569948e-06
1,"[0.0, 1.5707963267948966]",4100.0,85.78,0.30911626688192595,3.0809990491897816e-06
1,"[0.0, 1.5707963267948966]",4600.0,86.04,0.307861090428515,2.141694215978838e-06
1,"[1.0, -1.5707963267948966]",100.0,2.87,0.33056854516258843,0.0001129046645470944
1,"[1.0, -1.5707963267948966]",600.0,20.08,0.3285679833919236,9.561446941001021e-06
1,"[1.0, -1.5707963267948966]",1100.0,33.09,0.3281406780969326,1.1179535593513754e-05
1,"[1.0, -1.5707963267948966]",1600.0,43.05,0.3268989074237066,1.5135911930300911e-05
1,"[1.0, -1.5707963267948966]",2100.0,56.44,0.3259320084191844,7.72413133722145e-06
1,"[1.0, -1.5707963267948966]",2600.0,56.95,0.32566301458993885,5.523276722002531e-06
1,"[1.0, -1.5707963267948966]",3100.0,62.96,0.3236564875111355,1.5342438393151907e-06
1,"[1.0, -1.5707963267948966]",3600.0,76.68,0.3218645022017202,3.0682170848985942e-06
1,"[1.0, -1.5707963267948966]",4100.0,85.78,0.3197437041999226,1.4637286622951004e-06
